,Release Group,Worldwide,Domestic,Foreign,Year
3228,Sweetheart,"$1,656,433","$650,000","$1,006,433",2006
3229,Lights in the Dusk,"$1,615,018","$14,056","$1,600,962",2006
3230,Night of the Living Dead 3D,"$1,553,837","$271,000","$1,282,837",2006
3231,The Road to Guantanamo,"$1,508,988","$326,876","$1,182,112",2006
3232,Guadalupe,"$1,498,950","$848,139","$650,811",2006
3233,Why We Fight,"$1,439,972","$1,439,972",-,2006
3234,The U.S. vs. John Lennon,"$1,408,065","$1,109,146","$298,919",2006
3235,10 Items or Less,"$1,399,222","$83,291","$1,315,931",2006
3236,Leonard Cohen: I'm Your Man,"$1,398,424","$1,044,254","$354,170",2006
3237,Roméo et Juliette,"$1,386,582","$1,386,582",-,2006
3238,Climates,"$1,385,085","$119,958","$1,265,127",2006
3239,Snow Cake,"$1,381,665","$26,651","$1,355,014",2006
3240,Umrao Jaan,"$1,371,723","$485,000","$886,723",2006
3241,Blame it on Fidel,"$1,360,243","$168,065","$1,192,178",2006
3242,The Work and the Glory III: A House Divided,"$1,325,092","$1,325,092",-,2006
3243,Reprise,"$1,297,260","$554,826","$742,434",2006
3244,Driving Lessons,"$1,277,351","$239,962","$1,037,389",2006
3245,Exiled,"$1,230,135","$51,957","$1,178,178",2006
3246,House of Sand,"$1,178,175","$539,285","$638,890",2006
3247,Man About Town,"$1,165,186",-,"$1,165,186",2006
3248,Humko Deewana Kar Gaye,"$1,149,417","$250,083","$899,334",2006
3249,Red Road,"$1,128,345","$154,892","$973,453",2006
3250,Peaceful Warrior,"$1,066,748","$1,066,748",-,2006
3251,Family Law,"$1,062,915","$38,605","$1,024,310",2006
3252,Bamako,"$1,059,232","$112,351","$946,881",2006
3253,Conversations with God,"$1,021,803","$425,045","$596,758",2006
3254,Jesus Camp,"$1,013,596","$902,544","$111,052",2006
3255,Conversations with Other Women,"$973,525","$379,418","$594,107",2006
3256,Santa vs. the Snowman 3D 2006 Re-release,"$928,275","$928,275",-,2006
3257,The Dead Girl,"$905,291","$19,875","$885,416",2006
3258,The Celestine Prophecy,"$903,680","$617,236","$286,444",2006
3259,Looking for Comedy in the Muslim World,"$902,312","$888,975","$13,337",2006
3260,Death of a President,"$869,352","$519,086","$350,266",2006
3261,Down in the Valley,"$852,872","$568,932","$283,940",2006
3262,American Masters: Sketches of Frank Gehry,"$844,333","$439,309","$405,024",2006
3263,Grbavica: The Land of My Dreams,"$820,170","$43,460","$776,710",2006
3264,The Groomsmen,"$818,970","$128,911","$690,059",2006
3265,Army of Shadows,"$810,532","$741,766","$68,766",2006
3266,13 Tzameti,"$795,223","$121,390","$673,833",2006
3267,Chronicle of an Escape,"$763,742","$2,370","$761,372",2006
3268,Another Gay Movie,"$745,327","$654,132","$91,195",2006
3269,The King,"$740,210","$282,183","$458,027",2006
3270,Deep Water,"$727,202","$271,143","$456,059",2006
3271,Time,"$721,712","$16,070","$705,642",2006
3272,49 Up,"$696,975","$241,772","$455,203",2006
3273,Feast,"$688,854","$56,131","$632,723",2006
3274,My First Wedding,"$666,154","$14,982","$651,172",2006
3275,The Oh in Ohio,"$648,183","$418,689","$229,494",2006
3276,Sleeping Dogs Lie,"$638,627","$15,745","$622,882",2006
3277,Wassup Rockers,"$634,074","$221,574","$412,500",2006
3278,Summer of '04,"$632,017","$20,474","$611,543",2006
3279,Sherrybaby,"$622,806","$199,176","$423,630",2006
3280,Klimt,"$584,991","$97,656","$487,335",2006
3281,Viva Pedro!,"$579,539","$579,539",-,2006
3282,Wondrous Oblivion 2006 Re-release,"$571,562","$88,560","$483,002",2006
3283,Tideland,"$566,611","$66,453","$500,158",2006
3284,12:08 East of Bucharest,"$523,703","$91,881","$431,822",2006
3285,Shadowboxer,"$519,802","$370,627","$149,175",2006
3286,Home of the Brave,"$499,620","$51,708","$447,912",2006
3287,Color Me Kubrick,"$497,009","$71,190","$425,819",2006
3288,Idiocracy,"$495,303","$444,093","$51,210",2006
3289,Beyond the Gates 2006 Re-release,"$491,155","$40,848","$450,307",2006
3290,Dynamite Warrior,"$483,737","$52,292","$431,445",2006
3291,Beer League,"$472,185","$472,185",-,2006
3292,Church Ball,"$464,991","$464,991",-,2006
3293,The Second Chance,"$463,542","$463,542",-,2006
3294,Romeo & Juliet: Sealed with a Kiss,"$463,002","$463,002",-,2006
3295,London to Brighton,"$449,681","$6,700","$442,981",2006
3296,The Heart of the Game,"$446,446","$445,374","$1,072",2006
3297,As You Like It,"$442,515",-,"$442,515",2006
3298,Offside,"$437,055","$180,530","$256,525",2006
3299,The Devil and Daniel Johnston,"$432,339","$334,450","$97,889",2006
3300,When Do We Eat?,"$431,513","$431,513",-,2006
3301,Preaching to the Choir,"$405,191","$405,191",-,2006
3302,Marilyn Hotchkiss' Ballroom Dancing & Charm School,"$404,870","$349,132","$55,738",2006
3303,Flanders,"$402,252","$22,788","$379,464",2006
3304,Times and Winds,"$387,396","$6,176","$381,220",2006
3305,The Quiet,"$381,420","$381,420",-,2006
3306,American Hardcore,"$376,057","$279,665","$96,392",2006
3307,Five Fingers,"$352,089",-,"$352,089",2006
3308,This Film Is Not Yet Rated,"$339,609","$306,845","$32,764",2006
3309,Zinda,"$332,491","$332,491",-,2006
3310,Shaadi Se Pehle,"$331,676","$111,678","$219,998",2006
3311,Cheech,"$329,972","$329,972",-,2006
3312,Deliver Us from Evil,"$327,205","$201,275","$125,930",2006
3313,Steve Harvey: Don't Trip... He Ain't Through with Me Yet,"$319,021","$319,021",-,2006
3314,Poison Friends,"$316,184","$13,665","$302,519",2006
3315,Adam & Steve,"$309,404","$309,404",-,2006
3316,Belle toujours,"$303,867","$10,921","$292,946",2006
3317,Old Joy,"$301,047","$255,923","$45,124",2006
3318,The Wedding Curse,"$300,454","$300,454",-,2006
3319,Taxi No. 9 2 11: Nau Do Gyarah,"$292,794","$292,794",-,2006
3320,Only Human 2006 Re-release,"$284,961","$284,961",-,2006
3321,Dirty,"$274,245","$274,245",-,2006
3322,The Rules of the Game,"$273,641","$273,641",-,2006
3323,Fierce People,"$269,755","$85,410","$184,345",2006
3324,Bubble,"$261,966","$145,626","$116,340",2006
3325,Requiem 2006 Re-release,"$260,877","$9,600","$251,277",2006
3326,The War Tapes,"$254,190","$254,190",-,2006
3327,Love's Abiding Joy,"$252,726","$252,726",-,2006
3328,Broken Bridges,"$252,539","$252,539",-,2006
3329,Drawing Restraint 9,"$251,009","$234,743","$16,266",2006
3330,Edmond,"$243,524","$131,719","$111,805",2006
3331,Pyare Mohan,"$241,841","$150,198","$91,643",2006
3332,Iraq in Fragments,"$240,888","$204,462","$36,426",2006
3333,Black Gold,"$227,105","$93,477","$133,628",2006
3334,Unidentified,"$224,099","$224,099",-,2006
3335,The Genius Club,"$223,827",-,"$223,827",2006
3336,The Death of Mr. Lazarescu,"$216,922","$80,301","$136,621",2006
3337,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,"$212,780","$144,601","$68,179",2006
3338,The Journals of Knud Rasmussen,"$209,478","$209,478",-,2006
3339,Tamara,"$206,871","$206,871",-,2006
3340,The Bridge,"$205,724","$179,780","$25,944",2006
3341,Glastonbury,"$202,041","$8,419","$193,622",2006
3342,Haven,"$197,312","$142,483","$54,829",2006
3343,The Puffy Chair,"$195,254","$194,523",$731,2006
3344,In the Pit,"$194,258","$10,433","$183,825",2006
3345,Awesome; I Fuckin' Shot That!,"$177,683","$162,538","$15,145",2006
3346,Lonesome Jim,"$174,815","$154,187","$20,628",2006
3347,The Fallen Idol,"$173,566","$141,502","$32,064",2006
3348,The Great New Wonderful,"$172,055","$150,142","$21,913",2006
3349,Our Brand Is Crisis,"$166,750","$166,750",-,2006
3350,Come Early Morning,"$161,408","$119,452","$41,956",2006
3351,Broken Sky,"$160,445","$29,185","$131,260",2006
3352,Cocaine Cowboys,"$160,347","$150,056","$10,291",2006
3353,Mountain Patrol 2006 Re-release,"$159,460","$143,383","$16,077",2006
3354,2005 Academy Award Nominated Short Films,"$157,415","$157,415",-,2006
3355,Il ne faut jurer... de rien! 2006 Re-release,"$155,878","$23,442","$132,436",2006
3356,El Topo,"$155,820","$80,302","$75,518",2006
3357,The Mostly Unfabulous Social Life of Ethan Green,"$153,122","$153,122",-,2006
3358,Jonestown: The Life and Death of Peoples Temple,"$148,292","$148,292",-,2006
3359,A Soap,"$145,135","$4,164","$140,971",2006
3360,10th & Wolf,"$143,451","$54,702","$88,749",2006
3361,In Between Days,"$141,616","$23,465","$118,151",2006
3362,Opal Dream,"$140,666","$14,443","$126,223",2006
3363,What the Bleep!?: Down the Rabbit Hole,"$138,913","$138,913",-,2006
3364,Lies and Alibis,"$138,704",-,"$138,704",2006
3365,Stolen,"$132,596","$132,596",-,2006
3366,Unknown White Male,"$131,256","$126,836","$4,420",2006
3367,Karla,"$130,416",-,"$130,416",2006
3368,Game 6,"$129,664","$129,664",-,2006
3369,Flannel Pajamas,"$123,301","$123,301",-,2006
3370,Mutual Appreciation,"$121,292","$103,509","$17,783",2006
3371,I Am a Sex Addict,"$120,790","$115,694","$5,096",2006
3372,Mongolian Ping Pong,"$119,732","$71,223","$48,509",2006
3373,12 and Holding,"$119,195","$96,464","$22,731",2006
3374,Sir! No Sir!,"$116,944","$116,944",-,2006
3375,Winter Passing,"$113,783","$107,492","$6,291",2006
3376,Captain Sabertooth 2006 Re-release,"$105,152","$105,152",-,2006
3377,2 or 3 Things I Know About Her,"$104,038","$104,038",-,2006
3378,The Real Dirt on Farmer John,"$103,714","$65,429","$38,285",2006
3379,Al Franken: God Spoke,"$102,990","$102,990",-,2006
3380,Mini's First Time,"$102,676","$49,034","$53,642",2006
3381,Being Cyrus,"$100,184","$100,184",-,2006
3382,Absolute Wilson,"$98,730","$66,217","$32,513",2006
3383,Red Doors,"$97,848","$97,848",-,2006
3384,Somersault 2006 Re-release,"$92,214","$92,214",-,2006
3385,Beowulf & Grendel,"$92,076","$68,820","$23,256",2006
3386,Anthony Kaun Hai?,"$88,420","$55,418","$33,002",2006
3387,America: Freedom to Fascism,"$87,400","$87,400",-,2006
3388,The Zodiac,"$86,872","$45,148","$41,724",2006
3389,Color of the Cross,"$85,802","$85,802",-,2006
3390,51 Birch Street,"$84,689","$84,689",-,2006
3391,Mozart and the Whale,"$84,447","$36,006","$48,441",2006
3392,Brothers of the Head,"$84,425","$45,082","$39,343",2006
3393,Mannat,"$80,119","$53,589","$26,530",2006
3394,Suits on the Loose,"$79,470","$79,470",-,2006
3395,Unconscious,"$72,275","$68,501","$3,774",2006
3396,Cavite,"$70,071","$70,071",-,2006
3397,Close to Home,"$67,110","$20,931","$46,179",2006
3398,D' Lucky Ones!,"$64,352","$64,352",-,2006
3399,Vajra Sky Over Tibet,"$62,356","$62,356",-,2006
3400,Poster Boy,"$62,062","$62,062",-,2006
3401,Aurora Borealis,"$60,729","$60,729",-,2006
3402,Pyaar Ke Side Effects,"$60,714","$30,230","$30,484",2006
3403,Pandora's Box,"$57,472","$53,485","$3,987",2006
3404,Man Push Cart,"$55,903","$36,608","$19,295",2006
3405,That Man: Peter Berlin,"$55,398","$55,398",-,2006
3406,Kalamazoo?,"$53,609","$53,609",-,2006
3407,Plagues and Pleasures on the Salton Sea,"$53,471","$53,471",-,2006
3408,Close to You,"$52,654","$52,654",-,2006
3409,Screamers,"$52,034","$52,034",-,2006
3410,The Strange Case of Dr. Jekyll and Mr. Hyde,"$51,721","$24,216","$27,505",2006
3411,Moonlight,"$51,570","$51,570",-,2006
3412,The Motel,"$51,540","$51,540",-,2006
3413,Shakespeare Behind Bars,"$48,594","$48,594",-,2006
3414,Sisters in Law,"$48,526","$33,312","$15,214",2006
3415,Be with Me,"$48,443","$1,365","$47,078",2006
3416,Two Weeks,"$47,986","$47,986",-,2006
3417,Tibet: A Buddhist Trilogy,"$47,243","$47,243",-,2006
3418,Azumi 2006 Re-release,"$41,803","$41,803",-,2006
3419,Backstage,"$40,507","$12,663","$27,844",2006
3420,Khosla's Nest,"$40,194","$26,472","$13,722",2006
3421,Rape of the Soul,"$39,975","$39,975",-,2006
3422,The Blossoming of Maximo Oliveros,"$38,691","$28,041","$10,650",2006
3423,Eating Out 2: Sloppy Seconds,"$37,072","$37,072",-,2006
3424,Monkey Warfare,"$36,875","$36,875",-,2006
3425,Paper Dolls,"$36,577","$36,577",-,2006
3426,Been Rich All My Life,"$36,406","$36,406",-,2006
3427,Can Mr. Smith Get to Washington Anymore?,"$35,397","$35,397",-,2006
3428,Swimmers,"$34,812","$34,812",-,2006
3429,American Gun,"$34,138","$24,098","$10,040",2006
3430,"My Country, My Country","$33,620","$33,620",-,2006
3431,Loverboy 2006 Re-release,"$33,223","$33,223",-,2006
3432,Fanfan la Tulipe,"$30,590","$30,590",-,2006
3433,Take My Eyes 2006 Re-release,"$30,496","$30,496",-,2006
3434,Standing Still,"$30,142","$30,142",-,2006
3435,Henri Cartier-Bresson: The Impassioned Eye,"$29,710","$29,710",-,2006
3436,Romántico,"$29,460","$29,460",-,2006
3437,The PianoTuner of EarthQuakes,"$29,121","$29,121",-,2006
3438,The Heart Is Deceitful Above All Things 2006 Re-release,"$29,058","$29,058",-,2006
3439,Guys and Balls 2006 Re-release,"$28,324","$28,324",-,2006
3440,Boys Briefs 4,"$27,449","$27,449",-,2006
3441,Who Gets to Call It Art?,"$27,344","$27,344",-,2006
3442,Iron Island,"$27,177","$27,177",-,2006
3443,Abduction: The Megumi Yokota Story,"$26,859","$26,859",-,2006
3444,Trudell,"$26,756","$26,756",-,2006
3445,Through the Fire,"$25,752","$25,752",-,2006
3446,Fuck,"$25,428","$22,359","$3,069",2006
3447,Wrestling with Angels: Playwright Tony Kushner,"$24,729","$24,729",-,2006
3448,Two Drifters,"$24,452","$24,452",-,2006
3449,Off the Black,"$24,425","$24,425",-,2006
3450,When the Sea Rises 2006 Re-release,"$24,038","$24,038",-,2006
3451,Islam: What the West Needs to Know,"$22,938","$22,938",-,2006
3452,Ambrose Bierce: Civil War Stories,"$22,918","$22,918",-,2006
3453,Dead Fish,"$22,679",-,"$22,679",2006
3454,Falcone,"$22,300","$22,300",-,2006
3455,Giuliani Time,"$21,967","$21,967",-,2006
3456,So Much So Fast,"$21,525","$21,525",-,2006
3457,Yang Ban Xi: The 8 Modelworks,"$21,244","$21,244",-,2006
3458,The Case of the Grinning Cat,"$20,944","$20,944",-,2006
3459,Killer Diller,"$20,795","$20,795",-,2006
3460,4,"$20,523","$20,523",-,2006
3461,London,"$20,361","$20,361",-,2006
3462,Words of My Perfect Teacher,"$20,318","$20,318",-,2006
3463,State of Fear,"$20,055","$20,055",-,2006
3464,The Ground Truth,"$20,013","$20,013",-,2006
3465,Favela Rising,"$19,781","$19,781",-,2006
3466,Invisible Waves,"$19,293",-,"$19,293",2006
3467,Suicide Killers,"$18,239","$18,239",-,2006
3468,Cruel World,"$17,986","$17,986",-,2006
3469,20 Centimeters 2006 Re-release,"$17,632","$6,635","$10,997",2006
3470,Film Geek,"$17,341","$17,341",-,2006
3471,Ever Again,"$17,304","$17,304",-,2006
3472,April's Shower,"$16,377","$16,377",-,2006
3473,Captive,"$16,259","$16,259",-,2006
3474,I Like Killing Flies,"$16,214","$16,214",-,2006
3475,Matthew Barney: No Restraint,"$16,136","$16,136",-,2006
3476,Land of the Blind,"$15,180","$5,244","$9,936",2006
3477,Hannari: Geisha Modern,"$14,974","$14,974",-,2006
3478,Shem,"$14,804","$14,804",-,2006
3479,The Devil's Miner,"$14,289","$14,289",-,2006
3480,The Architect,"$13,737","$13,737",-,2006
3481,Who the #$&% Is Jackson Pollock?,"$13,710","$13,710",-,2006
3482,One Last Thing...,"$13,334","$13,334",-,2006
3483,The World According to Shorts,"$12,908","$12,908",-,2006
3484,I Trust You to Kill Me,"$12,854","$12,854",-,2006
3485,Christmas at Maxwell's,"$12,781","$12,781",-,2006
3486,Autumn,"$12,655","$12,655",-,2006
3487,"The Photographer, His Wife, Her Lover","$12,546","$12,546",-,2006
3488,3 Needles,"$12,327",-,"$12,327",2006
3489,Woman Is the Future of Man 2006 Re-release,"$11,807","$11,807",-,2006
3490,Dead Man's Shoes 2006 Re-release,"$11,777","$6,408","$5,369",2006
3491,Waltzing Anna,"$11,455","$11,455",-,2006
3492,Live Freaky Die Freaky,"$11,290","$11,290",-,2006
3493,The Conrad Boys,"$11,001","$11,001",-,2006
3494,White Rainbow,"$10,529","$10,529",-,2006
3495,Forgiving Dr. Mengele,"$10,403","$10,403",-,2006
3496,...So Goes the Nation,"$10,337","$10,337",-,2006
3497,Zindaggi Rocks,"$10,172","$10,172",-,2006
3498,Sólo con tu pareja,"$9,915","$9,915",-,2006
3499,Blackballed: The Bobby Dukes Story,"$9,528","$9,528",-,2006
3500,Crazy Like a Fox,"$9,376","$9,376",-,2006
3501,Rolling Family 2006 Re-release,"$9,291","$9,291",-,2006
3502,Illusion,"$9,261","$9,261",-,2006
3503,Fall to Grace,"$8,043","$8,043",-,2006
3504,Coastlines,"$7,883","$7,883",-,2006
3505,Zerophilia,"$7,763","$7,763",-,2006
3506,Kill Your Idols,"$7,753","$7,753",-,2006
3507,El sueño del regreso,"$7,668","$7,668",-,2006
3508,The Whore's Son,"$7,656","$7,656",-,2006
3509,Masai: The Rain Warriors 2006 Re-release,"$7,650","$7,650",-,2006
3510,loudQUIETloud: A Film About the Pixies,"$7,506","$7,506",-,2006
3511,The Cult of the Suicide Bomber,"$7,451","$7,451",-,2006
3512,Kettle of Fish,"$7,196","$7,196",-,2006
3513,Saint of 9/11,"$7,137","$7,137",-,2006
3514,"Sorry, Haters","$7,129","$7,129",-,2006
3515,Mendy,"$7,123","$7,123",-,2006
3516,We Go Way Back,"$6,529","$6,529",-,2006
3517,Beyond Honor,"$6,437","$6,437",-,2006
3518,Dreamland,"$6,383","$6,383",-,2006
3519,Jailbait,"$5,741","$5,741",-,2006
3520,Pizza,"$5,716","$5,716",-,2006
3521,Unnatural & Accidental,"$5,420","$5,420",-,2006
3522,Say Uncle,"$5,361","$5,361",-,2006
3523,Hair High,"$5,342","$5,342",-,2006
3524,Mouth to Mouth,"$5,318","$2,150","$3,168",2006
3525,Room,"$5,228","$5,228",-,2006
3526,King Leopold's Ghost,"$5,194","$5,194",-,2006
3527,The Pusher Trilogy,"$4,815","$4,815",-,2006
3528,50 Ways of Saying Fabulous,"$4,800","$4,800",-,2006
3529,Street Fight,"$4,779","$4,779",-,2006
3530,The Fall of Fujimori,"$4,630","$4,630",-,2006
3531,The Dogwalker 2006 Re-release,"$4,604","$4,604",-,2006
3532,The Tollbooth,"$4,546","$4,546",-,2006
3533,Looking for Kitty,"$4,480","$4,480",-,2006
3534,Cowboy del Amor,"$4,438","$4,438",-,2006
3535,Coffee Date,"$4,412","$4,412",-,2006
3536,Simon 2006 Re-release,"$4,055","$4,055",-,2006
3537,Psychopathia Sexualis,"$4,012","$4,012",-,2006
3538,Going Under,"$3,917","$3,917",-,2006
3539,Shock to the System,"$3,768","$3,768",-,2006
3540,Blossoms of Fire,"$3,365","$3,365",-,2006
3541,Calvaire,"$3,260","$3,260",-,2006
3542,95 Miles to Go,"$3,195","$3,195",-,2006
3543,Four Eyed Monsters,"$3,135","$3,135",-,2006
3544,Dog Lover's Symphony,"$2,968","$2,968",-,2006
3545,Agnes and His Brothers 2006 Re-release,"$2,731","$2,731",-,2006
3546,Out of Place: Memories of Edward Said,"$2,547","$2,547",-,2006
3547,Herbie Hancock: Possibilities,"$2,493","$2,493",-,2006
3548,Rank,"$2,485","$2,485",-,2006
3549,The Big Question,"$2,248","$2,248",-,2006
3550,Mirage,"$2,241","$2,241",-,2006
3551,Workingman's Death,"$2,214","$2,214",-,2006
3552,George Bush Goes to Heaven,"$2,192","$2,192",-,2006
3553,The Tenants,"$2,010","$2,010",-,2006
3554,The Surfer King,"$1,990","$1,990",-,2006
3555,FAQs,"$1,967","$1,967",-,2006
3556,Abominable,"$1,810","$1,810",-,2006
3557,Power and Terror: Noam Chomsky in Our Times 2006 Re-release,"$1,703","$1,703",-,2006
3558,Headspace,"$1,650","$1,650",-,2006
3559,The Colour of Olives,"$1,169","$1,169",-,2006
3560,The Ister,"$1,124","$1,124",-,2006
3561,The Empire in Africa,"$1,088","$1,088",-,2006
3562,The Trouble with Men and Women,$967,$967,-,2006
3563,In Her Line of Fire,$884,$884,-,2006
3564,Doing Time for Patsy Cline,$831,$831,-,2006
3565,Issues,$783,$783,-,2006
3566,Uncut,$762,$762,-,2006
3567,A New Day in Old Sana'a,$737,$737,-,2006
3568,Serum,$440,$440,-,2006
3569,Zyzzyx Rd,$30,$30,-,2006
3570,Pirates of the Caribbean: At World's End,"$960,996,492","$309,420,425","$651,576,067",2007
3571,Harry Potter and the Order of the Phoenix,"$941,676,843","$292,004,738","$649,672,105",2007
3572,Spider-Man 3,"$894,983,373","$336,530,303","$558,453,070",2007
3573,Shrek the Third,"$813,367,380","$322,719,944","$490,647,436",2007
3574,Transformers,"$709,709,780","$319,246,193","$390,463,587",2007
3575,Ratatouille,"$623,726,085","$206,445,654","$417,280,431",2007
3576,I Am Legend,"$585,410,052","$256,393,010","$329,017,042",2007
3577,The Simpsons Movie,"$536,414,270","$183,135,014","$353,279,256",2007
3578,National Treasure: Book of Secrets,"$459,242,249","$219,964,115","$239,278,134",2007
3579,300,"$456,068,181","$210,614,939","$245,453,242",2007
